Gene	WT	hoD	sir1D	sir2	sir3	sir4DK
INO4	49.3349	49.9663	59.9491	36.6465	37.6443	55.221
INO80	19.3742	17.1441	18.1637	13.5857	17.8128	15.2407
INP1	4.33028	4.57759	4.35134	4.41687	3.65415	3.2379
INP2	5.0722	5.46435	4.64086	5.17933	5.0096	4.49515
INP51	11.6575	10.2107	11.7793	9.05813	9.71132	11.8093
INP52	5.23647	4.69982	5.14041	5.21592	5.94162	5.97013
INP53	15.2056	12.4134	14.1773	12.4571	12.8401	14.5618
INP54	19.5963	16.6833	16.2684	15.981	15.4186	20.3383
IOC2	10.2136	10.9227	11.6362	9.33847	10.0898	9.31438
IOC3	12.7132	14.8653	15.7884	13.6739	13.5825	13.9546
IOC4	22.5329	22.0308	24.1602	19.2984	19.4806	23.4458
IPI1	16.2975	16.7975	15.7863	24.9875	15.3436	14.4745
IPI3	24.6725	25.8371	23.7099	38.8726	22.9261	17.5492
IPK1	9.73958	10.4207	12.0243	8.29198	8.21245	8.33374
IPL1	2.03016	1.65187	1.58415	1.68707	1.91832	1.54377
IPP1	1092	925.27	925.408	874.179	950.567	1131.86
IPT1	92.8363	74.7476	67.8548	102.567	103.369	79.8667
IQG1	11.4523	9.79878	10.9297	9.71647	8.29049	7.39859
IRA1	10.6626	8.14887	9.24975	9.18552	10.3496	9.76171
IRA2	9.87615	8.20826	9.14974	7.86522	10.3451	8.56169
IRC10	10.0809	10.7732	8.87295	12.0937	12.8323	13.6773
IRC11	17.2914	19.6278	14.7776	23.541	17.4743	23.8356
IRC13	0.459318	0.186982	0.744155	0.415465	0.536976	0.424132
IRC14	47.8982	46.5802	60.7143	57.7909	80.7877	63.5893
IRC15	20.1676	13.5557	13.7106	23.9393	17.8036	18.2942
IRC16	34.31	34.2048	37.5658	27.1779	29.7465	25.0147
IRC18	1.58131	1.52694	2.30781	2.40624	3.30827	2.19199
IRC19	14.0754	13.9548	10.6088	13.0383	13.4723	11.6234
IRC2	13.1261	9.11529	8.61084	11.8984	13.3828	6.56778
IRC20	7.49405	8.84682	10.1682	8.81203	8.9435	9.31916
IRC21	22.8333	19.2304	23.2364	30.6806	27.1264	27.6238
IRC22	230.029	172.209	186.776	207.939	179.32	212.263
IRC23	26.9072	31.3159	34.9455	23.9326	35.821	32.3093
IRC24	42.831	37.1112	39.4827	38.2469	37.08	45.71
IRC25	52.3133	54.9359	51.8272	56.292	48.2684	63.2005
IRC3	7.77585	8.31719	8.86019	7.72527	7.83011	8.06795
IRC4	13.1477	15.0539	16.9724	14.3168	17.2565	19.8824
IRC5	10.4345	9.38531	9.43921	9.54335	9.67195	7.36223
IRC6	17.4127	22.1677	25.9356	21.4303	19.8219	21.9301
IRC7	158.179	144.47	152.754	216.946	162.433	186.409
IRC8	9.9208	7.40409	7.88891	8.73747	8.38423	8.45304
IRC9	36.2135	31.7033	35.8963	45.6363	44.1405	53.0133
IRE1	12.1617	11.4873	10.4829	10.0566	12.6028	9.906
IRR1	6.60316	6.29239	6.55846	5.16909	6.12043	5.37439
IRS4	8.90423	8.86676	8.91279	7.92462	7.51312	9.98496
ISA1	41.6792	35.739	39.3785	48.9213	42.5239	47.9009
ISA2	33.321	35.2081	29.3147	32.4337	33.0912	47.6418
ISC1	61.2429	42.1589	41.7631	47.7384	44.7395	52.1687
ISC10	23.4076	21.7671	20.4868	25.9233	17.8108	22.7497
ISD11	125.805	121.686	115.212	125.125	127.972	107.654
ISF1	36.8201	41.0085	43.151	26.2744	56.7374	61.459
ISM1	5.77395	5.67231	5.3069	5.3461	5.27582	5.42861
ISN1	45.8451	41.0096	47.1394	43.6961	48.8884	56.7542
ISR1	16.5871	14.5995	13.7311	14.1198	13.5406	16.633
IST1	34.9101	40.6639	43.3633	32.7058	35.3949	43.0301
IST2	99.0238	80.3152	76.6807	52.4545	75.7714	63.7746
IST3	13.5704	18.1419	17.8918	19.5356	17.573	18.5822
ISU1	198.312	161.354	190.802	183.191	200.582	198.739
ISU2	70.2321	71.2092	76.6492	98.5326	71.0145	81.2277
ISW1	13.6243	13.954	14.3676	14.1375	11.9843	14.815
ISW2	8.70807	10.693	11.2712	10.6792	8.76929	8.89371
ISY1	27.213	25.013	28.3477	31.1033	26.4709	30.8412
ITC1	9.01565	9.76434	11.3669	7.7015	9.70787	9.41921
ITR1	326.391	330.232	371.536	221.325	270.852	299.463
ITR2	35.6968	39.5882	38.6894	37.3023	37.4411	33.3558
ITT1	18.5945	17.6236	19.1649	16.1804	16.1638	20.1484
IVY1	13.5744	16.07	19.5234	11.2408	12.6193	15.0997
IWR1	26.4822	31.3375	31.9517	25.1801	27.0753	33.0126
IXR1	49.5786	46.0937	47.9231	29.5897	44.7325	40.9449
IZH1	212.833	146.411	164.245	124.645	246.444	199.228
IZH2	196.372	148.529	147.845	91.5715	129.039	149.281
IZH3	29.4846	28.88	27.426	30.7714	35.9412	32.8649
IZH4	114.57	88.7438	71.5073	27.3111	83.8227	95.827
JAC1	17.6048	18.8546	21.0244	16.4318	18.7537	21.7603
JEM1	16.7938	15.1144	16.2275	10.9469	14.0704	12.0736
JEN1	7.12491	5.91998	6.19272	6.62487	10.666	9.63828
JHD1	9.14191	9.43852	9.80917	10.7373	10.1937	10.7313
JHD2	3.00018	3.01947	2.61379	4.12504	3.93288	3.13953
JID1	3.2413	5.0899	4.90994	9.12763	8.29169	8.54007
JIP3	9.94047	3.50293	6.86885	2.43473	8.99585	2.69825
JIP4	28.5102	27.7128	30.4995	19.5859	27.8758	35.5787
JIP5	51.147	55.0096	59.0679	73.2649	47.5237	58.4692
JJJ1	9.50014	10.956	11.4432	15.0168	8.53458	8.42135
JJJ2	5.15542	5.78866	6.30796	5.74313	4.89096	4.18912
JJJ3	3.90777	6.03525	4.41598	7.48432	4.92673	4.30148
JLP1	9.32566	7.6303	8.05452	10.8695	9.62858	13.4161
JLP2	24.0756	24.3023	26.7874	29.6434	25.4627	22.2078
JNM1	6.56362	8.23605	9.3006	9.07919	6.02593	7.49918
JSN1	38.0956	36.747	37.1697	20.7954	41.699	31.1074
KAE1	56.4374	51.0769	51.9724	55.2598	47.4264	50.2225
KAP104	34.1069	29.2911	30.0489	35.8783	32.5595	32.8549
KAP114	12.2478	10.9628	11.6695	9.40774	11.9835	11.1815
KAP120	12.1215	12.6723	11.5212	12.2834	12.7758	9.90423
KAP122	17.3723	11.7598	11.6131	14.865	13.6381	11.5519
KAP123	108.722	63.6706	57.9093	95.7552	70.3506	55.7305
KAP95	64.1533	41.4612	42.0949	38.3697	50.9557	38.0307
KAR1	11.7945	12.8843	13.6321	8.50472	7.01187	7.83884
KAR2	307.879	311.794	311.964	139.857	325.407	332.702
KAR3	3.88368	4.64743	4.43716	3.44736	4.11112	2.9202
KAR4	12.8482	16.237	30.5604	16.1798	15.3731	14.7372
KAR5	4.53558	5.15244	7.31831	4.7714	4.16465	4.014
KAR9	7.3992	6.94259	6.6141	4.42043	4.75604	4.83977
KCC4	3.28114	3.95498	3.50267	1.89102	2.99871	2.22412
KCS1	14.5029	15.0005	14.8022	13.8997	12.4566	12.6877
KDX1	24.4606	24.7793	26.73	19.2556	15.4232	14.944
KEG1	37.1803	29.3269	28.0185	32.4229	36.5493	31.8399
KEI1	105.678	84.2521	71.3573	116.948	83.1182	93.8959
KEL1	7.23637	9.85911	10.1279	6.29033	7.37766	6.60603
KEL2	3.20707	3.54	3.51796	3.36291	3.23132	3.83851
KEL3	28.5694	24.9925	23.5873	37.5264	22.4297	26.2762
KEM1	32.3984	29.2661	29.1894	24.876	29.0215	28.344
KES1	366.887	259.001	259.12	218.857	301.928	298.364
KEX1	15.225	17.0245	17.4071	14.5639	14.4126	15.6373
KEX2	39.2615	29.5893	31.0993	28.7829	29.9479	26.2921
KGD1	41.7726	33.9297	35.6068	27.0298	48.7529	40.026
KGD2	85.0189	71.7401	82.9462	65.9159	101.079	109.508
KHA1	56.2796	44.2732	43.057	31.6197	51.0197	38.3811
KIC1	10.4078	10.1977	10.7567	7.91313	9.4431	8.01455
KIN1	15.9052	14.4234	16.2719	10.1877	13.9195	15.4376
KIN2	16.131	13.037	13.5044	14.3681	13.8048	11.1659
KIN28	33.3607	28.6068	33.1814	35.1094	28.9178	32.1833
KIN3	14.0743	11.851	12.7025	12.5085	10.3378	11.873
KIN4	8.57522	8.44658	9.03398	8.33665	7.05962	6.5526
KIN82	3.51887	3.58492	5.10031	2.65404	4.76524	4.78162
KIP1	2.91513	4.02315	4.41385	2.57417	3.21271	2.37166
KIP2	9.45985	6.63623	7.62152	6.16237	5.87933	5.99122
KIP3	6.39154	5.80992	5.37055	5.52322	5.21677	4.55553
KKQ8	8.44851	9.36983	10.2713	7.6212	9.01375	9.29527
KNH1	27.261	29.6074	23.4302	11.692	16.884	21.2021
KNS1	28.0852	23.5878	24.9666	20.7661	28.8799	24.9818
KOG1	8.36269	7.09805	6.88881	8.87195	7.55335	7.02614
KRE1	149.692	138.112	129.778	141.518	142.983	143.763
KRE2	283.213	234.412	231.426	249.102	246.598	267.8
KRE27	76.4846	87.6205	88.7834	85.7862	77.9612	70.7922
KRE28	5.42226	8.08424	7.1156	6.61734	5.77437	6.03531
KRE29	12.8313	13.7069	11.654	9.68829	9.7685	6.58088
KRE33	17.7265	18.4036	14.8869	28.1009	16.4026	13.9456
KRE5	9.08395	7.807	7.58719	7.61737	9.1212	8.12361
KRE6	110.331	86.2426	82.147	98.3989	98.7236	86.1797
KRE9	179.465	163.383	164.89	153.584	163.171	143.82
KRI1	41.3414	43.2785	44.2053	65.5172	32.7174	39.8796
KRR1	68.396	70.5673	66.7223	113.214	56.6206	63.9925
KRS1	386.789	422.364	420.777	488.335	400.849	434.941
KSH1	238.542	186.61	183.339	275.065	208.979	227.764
KSP1	27.7186	24.2525	24.8842	15.6346	26.8143	24.0966
KSS1	26.2643	25.3007	26.9604	20.9107	18.4943	22.5702
KTI11	50.3886	35.9076	35.6234	87.1687	45.1826	44.0833
KTI12	26.9099	37.1564	35.5467	38.0654	26.6869	31.4476
KTR1	336.347	220.488	219.033	194.971	236.492	242.49
KTR2	33.1063	40.9938	52.936	44.26	29.2302	38.7104
KTR3	73.8043	61.3834	61.4875	61.6864	56.5315	60.2492
KTR4	81.4901	78.7925	84.3437	62.6262	76.7902	80.2604
KTR5	9.86928	9.46815	8.85292	12.3249	8.77233	10.5333
KTR6	56.5294	53.8242	59.1775	52.2041	42.7378	41.4893
KTR7	43.9961	41.9025	39.8671	48.9549	38.086	42.7541
KXD1	27.7603	35.4915	30.7829	38.6544	28.5631	32.8936
LAA1	8.07375	7.83907	7.33726	6.61762	8.00798	5.81343
LAC1	267.457	160.888	150.973	121.65	193.794	189.851
LAG1	93.3927	75.799	78.0774	59.3114	73.6174	55.7338
LAG2	10.6383	10.1414	10.3879	11.1387	12.6668	12.1196
LAP2	53.8324	46.4279	48.9377	42.6215	62.2086	69.3045
LAP3	89.5303	75.7764	78.6618	74.0909	80.9811	95.8056
LAP4	34.2437	46.0198	56.372	28.6296	57.2751	60.7911
LAS1	10.9396	9.33136	11.4199	14.0849	10.7261	9.49892
LAS17	17.4526	14.1787	13.7331	12.3107	11.0747	13.7568
LAS21	32.0659	22.4682	21.0799	17.683	25.5206	20.8557
LAT1	196.007	198.799	198.949	179.999	207.22	226.935
LCB1	163.506	138.381	133.23	116.632	142.329	122.185
LCB2	113.991	111.285	109.705	105.882	109.192	104.422
LCB3	63.7483	53.0441	52.0859	46.2793	53.8059	52.8291
LCB4	34.5771	31.2164	33.4611	37.3656	38.7582	33.2017
LCB5	19.8509	19.2483	21.0864	16.7219	21.8905	19.9044
LCD1	5.58814	6.37995	6.39188	4.7496	4.32959	4.0268
LCL1	20.2169	19.9827	19.8359	20.4722	28.2839	35.2623
LCL2	71.5346	61.9812	67.3123	67.2278	69.0478	72.2717
LCL3	25.4721	23.4317	25.3999	28.223	27.3446	28.9902
LCP5	14.4982	12.892	13.9805	26.808	12.6558	14.0484
LDB16	59.9723	41.1545	41.4546	56.5963	51.2064	47.8023
LDB17	23.2657	21.0396	21.4319	19.4266	22.3907	28.7868
LDB18	39.5435	33.0691	37.8258	52.555	36.3126	44.791
LDB19	25.0289	22.6055	22.1336	17.9129	20.256	17.1582
LDB7	61.7992	62.3672	74.4598	54.8122	47.7435	56.2886
LEA1	20.2554	24.8842	28.5087	20.0202	18.2656	25.2223
LEE1	4.26578	4.32198	5.52342	5.05784	5.2574	5.5909
LEM3	38.4416	34.0129	32.0478	37.2325	31.5003	39.2066
LEO1	33.3378	37.1041	36.8549	34.6661	26.2814	38.0557
LEU1	726.48	619.575	579.345	656.351	781.618	636.571
LEU2	760.264	719.219	694.959	777.538	759.413	955.523
LEU3	18.1808	15.7409	17.4119	12.9755	15.9542	14.7924
LEU4	509.114	397.606	430.009	334.684	459.195	471.556
LEU5	13.3477	11.9794	11.7884	14.1743	14.1142	14.0687
LEU9	150.938	115.093	106.308	110.311	115.423	102.805
LGE1	15.6578	11.3858	14.1361	13.5543	11.4027	15.4008
LHP1	126.865	132.613	125.71	183.595	110.23	101.041
LHS1	28.1285	28.3684	28.7847	19.5538	24.6899	27.1278
LIA1	245.674	211.179	188.831	260.433	203.922	201.874
LIF1	6.63801	8.85743	9.7368	7.19587	6.14126	7.69546
LIN1	11.005	11.6176	12.9369	12.7672	14.823	8.7661
LIP1	107.33	108.572	111.386	105.117	100.278	133.41
LIP2	22.6708	21.6219	22.2116	19.6163	18.7258	21.7295
LIP5	46.7619	47.9864	49.9069	41.8857	42.3333	40.5178
LOC1	58.5121	58.8552	63.0883	118.003	52.3328	58.7662
LOH1	6.64715	5.92012	4.80942	6.23247	5.92204	6.46086
LOS1	17.563	16.5222	15.9033	17.5147	17.1093	13.9862
LOT5	36.2679	29.1346	27.7089	41.0502	31.2032	34.6346
LOT6	16.2773	19.2463	17.5887	14.4525	14.1531	15.3462
LPD1	118.454	115.019	117.3	109.551	111.945	133.106
LPP1	19.5579	18.0966	18.1934	15.6575	17.704	18.2532
LPX1	15.1454	10.3977	11.1918	14.5119	11.187	9.39117
LRE1	18.5232	18.9471	21.722	14.8279	16.948	19.9275
LRG1	7.09497	5.20849	6.03135	3.42597	3.69481	2.61394
LRO1	11.3075	12.119	13.6612	10.0683	12.0321	13.2907
LRP1	32.7646	34.9092	34.6509	63.6164	23.3699	33.197
LRS4	17.7624	17.2562	18.1299	16.2696	14.443	17.559
LSB1	202.439	236.719	240.883	192.351	207.952	209.343
LSB3	64.9661	64.9391	67.7765	54.8904	74.0731	76.8153
LSB5	37.8729	35.2064	37.6455	37.5903	35.1265	43.5594
LSB6	12.8041	12.1829	14.3921	13.1156	17.226	16.1866
LSC1	198.453	155.94	163.881	155.532	189.582	223.88
LSC2	68.934	65.0386	80.6842	37.5031	59.2798	77.3481
LSG1	16.4663	17.3994	16.8041	25.7126	14.7972	13.5862
LSM1	121.587	119.463	125.442	98.6444	95.4699	101.907
LSM12	104.013	104.992	109.955	104.052	90.502	120.676
LSM2	135.005	157.118	146.374	133.927	122.003	103.759
LSM3	81.9582	79.6929	85.0394	104.08	61.7435	83.6499
LSM4	106.03	98.6976	107.515	103.287	76.9466	98.8143
LSM5	99.7074	80.4439	83.052	108.332	79.8602	71.4827
LSM6	375.327	324.037	304.401	352.337	315.479	342.634
LSM7	98.3301	124.368	125.793	119.909	99.2279	105.092
LSM8	9.29114	11.7424	13.2557	7.33859	10.6421	9.7789
LSP1	269.401	250.122	281.9	233.187	396.812	439.117
LST4	53.5445	35.4725	36.0386	44.5553	39.9464	37.9486
LST7	22.1711	26.0404	22.9542	23.2209	21.7069	22.5658
LST8	46.137	43.5484	45.388	33.6758	51.8247	58.943
LTE1	2.88432	2.45671	2.43643	2.88239	2.36564	1.99769
LTP1	69.1862	66.9588	77.2981	68.3069	67.0588	69.4257
LTV1	18.0037	19.1395	18.631	36.8782	17.9919	18.8778
LUC7	11.7033	10.9158	12.7738	11.804	10.4936	12.2962
LYP1	118.1	100.888	99.276	81.5722	105.186	90.9032
LYS1	56.9652	53.4325	62.9989	56.2793	77.5618	78.418
LYS12	89.8807	91.5745	91.0601	82.009	105.618	92.6152
LYS14	13.1582	13.1267	13.7988	14.4902	12.6159	12.1024
LYS2	27.207	26.6366	27.6493	30.0938	34.4157	33.5082
LYS20	60.0547	53.3293	55.1073	65.1544	67.7667	62.7339
LYS21	95.0936	106.419	108.754	89.7877	101.056	101.606
LYS4	55.2745	44.9303	44.3694	48.6403	53.7156	43.54
LYS5	22.5766	18.8506	18.8372	23.4164	21.8242	25.3808
LYS9	28.6593	29.6583	27.0995	28.9121	44.9072	31.251
MAC1	16.1121	17.6867	18.0548	16.9227	17.1894	15.1344
MAD1	10.7918	13.1441	13.6962	12.6801	11.1462	9.54752
MAD2	41.5018	43.3998	44.3503	39.7976	35.5939	45.8015
MAD3	11.4914	13.6042	14.435	10.6638	11.3218	11.3737
MAE1	269.11	230.686	205.323	274.693	232.38	230.919
MAF1	61.1863	51.977	54.5991	57.8433	56.2139	56.4475
MAG1	7.09877	9.27302	10.6672	8.32212	12.3605	7.89626
MAG2	21.1205	22.7994	22.7753	18.2805	19.8429	19.7353
MAK10	14.9049	16.6215	16.5573	13.366	16.8927	11.6989
MAK11	31.8497	31.3892	29.512	50.2486	26.7436	27.1726
MAK16	49.0864	40.8915	42.1234	76.7699	41.0743	43.3484
MAK21	28.4428	30.8125	29.6398	36.3135	23.2804	21.505
MAK3	23.4507	25.362	29.6879	30.7342	21.0469	29.4355
MAK31	117.582	101.992	106.042	110.481	98.8596	101.47
MAK32	14.2114	14.1225	14.8971	17.8478	15.0328	14.2128
MAK5	18.3005	20.4153	18.3473	26.5971	17.2106	12.3871
MAL11	9.49586	9.70249	10.0214	8.41094	14.6974	14.3621
MAL12	2.29236	2.16669	2.16366	1.77447	1.77118	1.84957
MAL13	14.892	11.1033	12.2384	10.8461	15.0605	17.1793
MAL31	14.2638	12.4623	12.6316	11.5807	22.5677	21.0751
MAL32	2.03593	2.25509	2.42127	1.97236	1.67518	1.6245
MAL33	12.2088	8.52535	10.1682	11.3142	16.9431	12.9129
MAM1	0.521584	0.544785	0.838944	0.917048	0.401985	0.297168
MAM3	21.641	21.1481	21.8869	13.1479	22.0881	19.3301
MAM33	40.5722	40.6612	37.0493	38.4617	36.1608	36.3729
MAP1	106.546	104.183	97.0916	120.654	93.0617	101.436
MAP2	121.401	113.882	115.198	93.5608	108.213	130.926
MAS1	25.5949	22.988	23.5546	28.0476	24.1045	21.4872
MAS2	64.0561	55.6081	56.7562	54.1272	57.9572	58.9981
MATALPHA1	0	0	0	0	0	0
MATALPHA2	2824.76	1532.64	1605.29	2753.89	1847.98	2427.55
MBA1	30.1781	26.7444	27.3025	33.0308	29.5445	29.2716
MBB1	13.5737	11.6984	13.3007	6.6043	14.1706	17.6822
MBF1	779.109	753.03	818.195	359.065	933.472	1000.77
MBP1	6.07197	8.50565	9.25708	5.88635	7.32234	6.21079
MBR1	23.3105	18.6108	21.1149	18.4842	22.3054	21.4053
MCA1	113.548	104.363	106.183	91.4299	98.8274	122.386
MCD1	10.5107	11.4667	10.8987	9.45802	9.80734	9.92274
MCD4	42.2659	25.8543	24.1715	17.5457	24.5351	19.9658
MCH1	39.7842	35.4053	38.0894	33.2313	46.4849	44.5041
MCH2	2.77827	2.32651	3.09005	2.13906	3.0735	3.18585
MCH4	32.8988	29.0505	33.9556	32.1701	35.219	35.6865
MCH5	174.15	128.384	126.899	140.007	100.949	117.03
MCK1	315.332	201.257	204.261	176.09	222.809	205.736
MCM1	128.123	117.069	126.889	76.759	103.91	92.5178
MCM10	4.49589	4.53177	4.85774	3.8521	3.92278	3.32175
MCM16	10.0739	14.4775	13.2789	17.5948	10.3144	10.4311
MCM2	15.5379	12.5088	12.2524	13.2775	13.0697	13.6438
MCM21	13.0517	14.4622	14.2532	13.8033	13.4505	12.9215
MCM22	5.57358	7.53128	8.22128	7.56128	5.90627	5.50475
MCM3	21.1966	16.1676	15.7823	15.9115	17.6047	15.8124
MCM4	21.2397	16.9932	16.4766	14.6238	16.4247	14.1797
MCM5	16.9325	15.9538	16.7644	14.6753	15.2885	14.3808
MCM6	15.0367	12.5472	12.2608	11.4766	11.9222	11.0337
MCM7	26.3526	21.0878	20.2255	20.3512	21.6453	21.0066
MCR1	126.731	140.014	164.98	171.612	265.951	258.555
MCT1	44.5823	46.0929	44.6757	35.2233	49.9312	51.8773
MCX1	5.55804	7.56186	8.62106	1.29629	1.95143	6.59996
MDE1	128.961	97.9561	98.7877	127.901	112.806	103.336
MDG1	21.1103	22.7003	28.809	12.9586	22.8496	22.8569
MDH1	108.436	120.658	137.836	82.0582	149.673	144.509
MDH2	53.9951	54.3741	51.0917	39.496	50.0924	49.5913
MDH3	122.096	106.837	111.557	104.495	118.775	152.344
MDJ1	22.0928	26.9195	30.2748	15.7088	25.5711	29.7055
MDJ2	3.05644	3.66038	3.70662	1.83359	2.53783	3.41541
MDL1	35.7235	31.4612	28.6209	28.0296	30.3825	28.9554
MDL2	18.1758	22.0236	21.0661	16.0098	21.1926	18.5012
MDM1	9.75829	8.13942	8.14131	7.61245	7.48374	5.96769
MDM10	10.2679	15.2313	14.9935	11.0418	12.9305	12.829
MDM12	21.0805	22.4999	25.7359	20.3411	21.2434	23.924
MDM20	9.35945	9.78942	8.99425	9.51958	9.63687	7.3597
MDM30	13.9268	12.5388	13.6101	17.0437	15.0856	14.8349
MDM31	18.2451	13.8217	14.3122	14.3046	16.0978	19.6553
MDM32	14.0644	15.0209	16.0543	11.5995	15.8519	11.5656
MDM34	32.2031	36.1184	38.8163	23.745	37.0416	43.2822
MDM35	91.1284	98.8088	119.193	111.169	94.5735	93.4886
MDM36	7.89312	8.53178	9.7225	7.57877	8.93628	6.83694
MDM38	28.289	34.0781	36.9458	34.6453	31.8761	31.9303
MDN1	8.6937	8.75212	8.46124	12.0334	7.86142	6.79746
MDR1	18.1419	16.3775	17.335	13.4705	16.459	17.5002
MDS3	11.9995	11.6661	12.4416	9.60165	13.0905	10.9549
MDV1	7.11209	8.67885	8.54392	8.54022	8.10614	6.7196
MDY2	79.5616	69.3526	66.5797	70.2664	70.6428	105.877
MEC1	2.65126	2.26164	2.68781	2.48602	2.71676	2.02419
MEC3	10.2077	9.1322	9.49594	10.0077	8.60683	8.58102
MED1	12.4872	16.3157	16.245	11.7983	12.6114	11.5293
MED11	35.1312	41.502	44.5754	37.6499	35.8126	32.5369
MED2	17.7751	20.2915	19.9355	13.6017	14.8977	12.8243
MED4	29.2328	32.1654	32.9186	29.7751	24.896	30.2328
MED6	19.4822	18.7573	21.2648	16.4076	15.4306	14.4099
MED7	16.3562	18.7916	17.6848	15.034	16.3605	17.7389
MED8	36.5618	33.4668	34.3343	32.0589	36.026	37.4105
MEF1	9.31257	14.1316	13.8221	12.2579	12.411	10.7907
MEF2	5.30889	5.61971	6.07035	3.78664	6.84739	5.82446
MEH1	41.9371	45.4068	51.3801	44.4265	36.6214	46.1875
MEI4	2.39918	2.85133	2.29941	3.05455	2.42733	1.64551
MEI5	1.04374	0.64119	0.394264	0.615866	0.563431	0.765803
MEK1	0.739267	0.929377	0.71318	1.38914	0.786717	0.955732
MEP1	125.849	94.1398	86.7924	66.6273	102.055	122.021
MEP2	347.357	234.14	226.132	95.2217	123.666	175.695
MEP3	116.363	84.0255	83.2364	63.8433	78.3157	82.2979
MER1	6.08907	4.74857	4.80069	8.90516	7.09039	8.1443
MES1	197.815	155.994	143.913	154.615	154.618	146.673
MET1	14.0058	16.5519	24.1629	12.9534	24.5547	23.2896
MET10	18.4244	17.9874	22.7783	24.4618	37.086	29.1991
MET12	33.0077	27.1591	28.2209	28.4539	30.8675	31.3855
MET13	44.5854	42.33	50.1776	26.7336	53.8376	43.5024
MET14	69.2245	98.6874	131.301	118.973	151.67	129.368
MET16	30.4803	38.8459	53.6344	34.3688	45.7187	52.0608
MET17	501.974	483.345	685.961	496.156	967.362	846.643
MET18	15.072	14.0069	13.4222	14.2258	13.6624	9.36122
MET2	18.17	17.6902	21.4887	12.4557	26.4928	22.3973
MET22	140.026	135.577	154.361	119.899	158.42	151.892
MET28	12.1447	13.4169	22.9517	9.49223	26.2038	28.3536
MET3	25.6706	28.2061	42.5712	40.0827	81.3941	56.8232
MET30	18.5568	15.9088	17.965	16.035	17.1389	15.7733
MET31	17.4039	20.1377	24.6595	11.8766	12.6383	11.3619
MET32	29.5245	18.0137	24.1426	21.4368	26.5411	29.3126
MET4	13.9613	18.0202	19.4118	13.4726	13.7952	14.8359
MET5	18.8753	17.3727	23.2138	19.8124	37.8819	24.9406
MET6	357.122	352.678	546.378	289.333	773.38	614.961
MET7	38.5419	37.7611	37.4695	40.4899	33.8531	39.9039
MET8	9.40452	7.68346	7.65502	9.1259	10.6431	9.36729
MEU1	91.1078	68.994	66.9055	142.232	78.6315	81.0956
MEX67	50.0023	51.4414	48.8497	40.9165	48.6438	43.0159
MF(ALPHA)1	0.832206	0.662481	53.9027	0.920588	0.989002	0.850106
MF(ALPHA)2	5.48906	7.44112	84.4494	8.53869	6.93497	8.14772
MFA1	227.327	370.998	501.333	0	0	0
MFA2	3465.95	2203.73	3884.89	0	71.6294	0
MFB1	14.7305	15.532	16.3154	10.9663	13.4147	11.0197
MFM1	6.96036	9.48142	9.28516	9.71532	8.01218	8.46281
MFT1	16.6949	18.794	22.753	16.1217	15.0463	19.0711
MGA1	70.8703	57.3424	58.9261	56.3263	93.1918	71.9237
MGA2	27.5125	28.9157	27.7022	14.7662	21.475	23.4086
MGE1	167.186	159.109	164.844	143.114	123.325	129.875
MGM1	7.3685	8.20763	8.52212	5.9316	5.3474	5.40122
MGM101	42.0946	44.8385	46.1678	55.9572	34.8153	38.4133
MGR1	23.8793	21.4579	20.0164	20.2269	22.8431	22.3613
MGR2	130.115	102.763	86.6711	147.832	113.503	159.012
MGR3	10.6077	12.8774	14.9968	12.9304	11.7489	12.9046
MGS1	7.23278	5.17819	5.38278	5.84758	5.07335	5.33197
MGT1	17.5643	19.2137	21.4012	22.7031	16.3784	16.2483
MHP1	15.0539	11.2601	12.2554	9.89281	12.7875	12.4649
MHR1	23.2558	28.0806	28.8299	28.9417	20.6694	29.3836
MHT1	8.76869	9.73269	14.4368	11.4754	26.0013	21.778
MIA40	31.4378	46.119	50.3068	30.5185	34.4883	37.875
MIC14	23.4254	27.4983	24.8481	35.594	32.7622	25.8816
MIC17	111.121	114.955	126.094	214.801	181.411	123.541
MID1	26.1459	20.0222	18.128	21.3044	21.2786	17.9722
MID2	171.17	138.394	144.853	152.651	169.311	125.199
MIF2	4.46403	4.60547	5.81082	3.75391	4.19733	3.7915
MIG1	10.2286	14.0206	15.5273	9.32322	13.0206	10.1731
MIG2	13.4834	13.5285	12.1834	13.2172	19.1709	16.0018
MIG3	3.64182	4.4953	4.05407	7.76524	4.38884	5.2448
MIH1	9.44014	11.4107	12.1286	8.11797	8.83275	7.62111
MIM1	72.0986	65.5438	65.1855	74.6018	70.7918	75.7079
MIP1	7.10507	7.42689	7.12438	5.83894	6.61609	5.23327
MIP6	2.33631	2.22768	2.08359	2.75321	3.1541	2.5941
MIR1	464.467	329.47	320.133	462.669	390.168	330.041
MIS1	62.1001	50.0744	47.9672	67.0332	49.6628	43.2425
MKC7	76.7174	53.2059	48.4084	54.6495	49.9896	40.989
MKK1	27.3448	24.7533	25.6913	24.3116	23.4544	30.1281
MKK2	22.4746	18.3545	19.8607	19.5727	18.8569	20.3737
MKS1	16.4647	20.5187	21.3776	16.8409	15.7735	18.0119
MKT1	27.7835	29.5099	30.2038	25.0314	29.8715	22.2046
MLC1	201.402	210.283	228.507	160.249	133.324	151.176
MLC2	60.1912	64.0672	72.18	74.071	57.2048	59.1503
