Gene	WT	hoD	sir1D	sir2	sir3	sir4DK
GCN2	5.9479	5.3623	5.49567	5.5278	5.34151	4.75998
GCN20	59.4602	54.6469	55.476	57.9279	53.3968	51.1864
GCN3	88.3161	68.8486	73.5756	97.8367	75.8125	90.4971
GCN4	2421.53	2174.54	2112.81	2511.23	2238.88	2909.09
GCN5	30.6148	25.8629	25.6061	23.0367	21.5873	25.519
GCR1	47.6835	47.6357	46.8409	31.9703	41.6757	45.5164
GCR2	22.2027	20.0863	20.2753	22.8709	18.1281	18.4666
GCS1	77.0729	74.0052	72.4887	63.1272	60.67	72.8329
GCV1	27.5625	27.4959	31.9339	18.3945	25.695	33.5748
GCV2	16.2635	13.3323	15.1977	9.19106	14.4109	16.351
GCV3	175.399	162.799	173.664	136.444	142.082	183.79
GCY1	37.6118	51.0403	61.2972	30.9278	66.4196	83.7781
GDA1	105.945	76.2747	67.7971	90.3369	62.5597	69.6525
GDB1	6.83312	5.99912	6.84735	4.86761	9.15867	9.03757
GDE1	17.4901	17.7518	21.2987	17.0112	15.1715	14.0602
GDH1	855.031	816.724	741.713	983.898	974.483	1093.5
GDH2	25.4303	22.6025	23.6998	14.5852	20.3537	18.5756
GDH3	17.4101	12.541	14.982	12.7357	15.902	21.2721
GDI1	139.577	121.266	127.608	89.4797	136.03	146.792
GDS1	86.4447	73.7176	73.6713	66.2183	54.979	50.7085
GDT1	390.336	232.005	227.053	266.329	266.974	289.093
GEA1	7.27212	5.98429	5.43567	5.84747	5.15576	4.55845
GEA2	10.7716	10.2735	10.4139	10.4312	9.38974	8.49028
GEF1	23.4024	20.6783	20.2727	16.6405	21.7468	23.1724
GEM1	12.0674	10.8044	10.704	6.79125	10.3984	8.51475
GEP3	7.03703	9.61661	8.71506	9.58219	7.17382	7.72114
GEP4	40.9023	31.3477	31.0427	54.9447	38.6578	38.6571
GEP5	16.4715	14.6795	13.8814	14.1514	15.4116	14.6111
GEP7	16.6755	13.3216	13.8443	18.2765	15.8833	14.9646
GET1	111.051	101.717	106.033	119.331	97.8451	105.559
GET2	108.24	84.1579	80.6656	110.108	95.6202	112.407
GET3	149.87	176.149	178.344	141.409	157.016	161.451
GET4	93.8247	69.0587	72.0703	64.3394	72.5673	67.2586
GFA1	179.271	144.548	160.684	131.294	137.463	141.109
GFD1	68.9372	74.7985	86.5092	54.0149	48.545	66.2829
GFD2	4.66226	4.79863	5.41593	7.2018	6.92855	3.47768
GGA1	13.4709	17.7412	18.9641	10.3865	17.3046	18.0553
GGA2	129.569	99.2663	98.5119	90.1931	108.492	111.109
GGC1	260.106	247.297	293.416	170.347	259.132	290.427
GIC1	20.3074	14.0387	12.6782	10.5141	11.5196	11.1432
GIC2	46.7931	40.8703	40.1039	20.3819	25.756	18.0457
GID7	16.1172	16.0418	16.4938	17.2448	15.8006	18.0989
GID8	44.1152	42.7312	50.2546	38.7495	42.6456	55.8426
GIM3	137.615	147.938	146.186	165.704	114.575	136.762
GIM4	59.2358	64.9669	67.9831	81.6155	54.2265	51.9334
GIM5	98.9918	93.6004	93.4949	115.439	85.8293	101.849
GIN4	15.9278	12.3153	12.5345	8.782	9.73344	8.04659
GIP1	2.99201	3.12438	3.50927	2.10615	2.46242	2.82895
GIP2	2.20818	3.53757	3.78847	2.68656	3.26448	3.834
GIP3	16.5922	14.6872	15.6209	11.1962	17.5363	12.8681
GIP4	15.1131	13.4128	15.3931	11.1863	14.68	13.2617
GIR2	81.1204	73.4486	78.9007	100.575	58.811	75.4771
GIS1	19.8697	16.6903	18.1792	14.4674	25.4096	18.8531
GIS2	812.316	694.975	688.177	848.145	637.407	742.032
GIS3	12.375	12.3362	12.9213	11.0075	14.1516	17.8378
GIS4	15.1456	16.8674	17.7163	12.5002	13.3908	13.1674
GIT1	49.1867	27.7998	34.6609	43.3843	46.2447	47.1056
GLC3	21.7437	22.2827	28.0201	15.7421	41.3424	51.1963
GLC7	163.116	199.549	199.293	149.423	182.264	163.545
GLC8	79.3973	82.651	100.088	78.7907	73.8379	110.183
GLE1	26.6145	26.9937	26.8074	22.3424	22.4025	22.5761
GLE2	52.346	44.5474	42.3596	52.778	48.3476	44.32
GLG1	5.57398	7.04291	8.67139	7.25921	10.2364	12.7845
GLG2	11.5802	8.38455	10.2726	9.51816	10.1634	8.98958
GLK1	413.274	353.05	442.197	235.568	754.174	968.381
GLN1	1147.97	1485.94	1410.35	1301.41	1102.57	1278.43
GLN3	10.0678	9.24999	9.54039	6.73015	8.68592	7.95589
GLN4	90.4284	82.0678	77.8267	89.5939	73.875	63.6145
GLO1	134.65	139.037	153.43	123.799	164.675	184.664
GLO2	37.124	39.3228	48.1959	46.565	40.3371	54.0724
GLO3	114.533	95.5545	96.3323	91.2096	84.2234	91.8372
GLO4	14.6005	13.8076	17.6711	15.1808	18.124	18.2202
GLR1	83.5264	69.0862	70.6225	67.8276	73.4379	75.7539
GLT1	61.6555	40.691	41.0319	29.6951	46.1857	43.9864
GLY1	479.086	365.721	346.439	360.424	395.203	351.874
GMH1	46.9355	44.4201	40.0352	41.9344	50.14	34.1971
GNA1	50.4607	42.7024	43.6436	48.0267	33.4336	39.8351
GND1	475.567	532.876	519.789	438.856	636.219	678.362
GND2	4.88956	4.22752	4.58402	5.17696	5.79539	6.79772
GNP1	97.8257	73.7939	69.4507	83.1159	120.309	101.105
GNT1	38.2793	31.1225	28.9487	30.3285	27.9368	28.1675
GON7	51.5666	43.7118	46.0835	49.7789	35.5934	42.2386
GOR1	28.0986	33.8747	41.8129	25.4101	48.1822	56.5462
GOS1	61.8378	57.955	57.4559	42.7024	50.169	64.6666
GOT1	191.312	146.569	139.472	170.837	155.152	137.414
GPA1	26.084	24.9113	36.2618	3.47841	2.84817	2.81481
GPA2	43.658	47.9069	53.2316	38.3289	55.1141	56.4993
GPB1	6.62027	5.7768	6.50308	4.5414	6.70082	3.9657
GPB2	23.9313	22.9944	21.8065	18.1291	21.3647	21.6969
GPD1	219.533	216.463	204.816	148.528	344.752	387.531
GPD2	573.337	530.986	465.98	380.551	679.849	823.522
GPG1	22.921	26.9729	46.6994	15.1676	31.8449	44.879
GPH1	37.9638	33.853	53.1399	14.1481	79.6895	90.4627
GPI1	39.605	27.8245	26.2015	26.7157	31.6382	22.6332
GPI10	43.9728	33.8474	35.8209	33.4119	42.0511	40.0835
GPI11	48.1147	39.7716	37.2069	38.0338	37.1285	27.1302
GPI12	35.2618	32.8583	33.8954	35.8597	33.0153	39.0874
GPI13	37.3738	26.6031	24.058	20.3273	27.646	20.1297
GPI14	26.6346	23.9324	23.7788	25.0773	25.5402	20.7714
GPI15	31.7269	39.1714	35.9932	37.6503	31.4181	29.8822
GPI16	90.5331	68.6903	71.2394	54.4934	71.8999	68.3016
GPI17	40.6031	36.9296	37.7285	39.1481	37.3396	33.5318
GPI18	120.177	97.6905	97.7368	109.895	112.35	96.9199
GPI19	12.2023	11.5151	11.1908	7.49144	13.3788	8.89338
GPI2	26.0522	21.5053	23.9997	23.2391	25.6006	27.1938
GPI8	54.0695	43.4005	45.3207	40.6581	43.7977	39.2892
GPM1	12416.3	12650.9	12433.3	8960.86	14643.8	17766.3
GPM2	6.53978	12.1514	17.0119	6.88878	23.6371	40.9675
GPM3	39.7667	38.7177	37.418	34.7032	36.7265	44.7297
GPR1	14.2451	18.6084	18.3011	14.9389	18.8535	15.5539
GPT2	7.49797	8.75762	10.0897	9.44877	9.93167	10.9993
GPX1	24.4723	25.5575	31.5277	28.1025	36.9166	49.6606
GPX2	15.7512	18.69	19.0202	22.3261	20.9844	20.5977
GRC3	13.0493	11.5749	10.3967	16.4403	11.6606	9.29922
GRE1	5.38355	5.78328	5.6666	7.53639	8.37919	8.8509
GRE2	32.7476	30.0334	29.0251	54.2618	38.8164	28.546
GRE3	81.2587	83.4445	93.1764	64.8619	97.5956	120.231
GRH1	89.0748	73.0073	73.81	67.3129	99.0726	125.653
GRR1	10.4316	10.5182	11.056	10.0398	10.1495	8.80955
GRS1	291.79	256.167	242.016	279.359	233.683	245.164
GRS2	9.09208	12.6367	15.1006	7.80102	11.612	12.4055
GRX1	198.941	256.853	286.134	238.277	256.765	323.164
GRX2	200.313	224.898	279.414	211.014	375	300.938
GRX3	87.8349	82.0719	85.5862	99.6894	78.5591	102.04
GRX4	107.465	72.1539	66.0493	67.1888	82.25	111.404
GRX5	112.489	99.6681	97.6733	121.548	119.012	132.267
GRX6	39.8094	46.6642	45.9003	39.5595	38.3292	60.4149
GRX7	46.7778	49.4312	55.6272	61.6948	50.57	51.0611
GRX8	21.2763	18.3822	25.5283	27.668	27.7382	33.2401
GSC2	26.6346	23.6063	28.1885	16.0075	36.5012	32.8603
GSF2	232.419	168.533	169.495	173.591	212.336	221.8
GSH1	39.8253	36.464	43.0545	32.0526	58.052	51.8424
GSH2	68.3478	66.2257	66.1424	58.809	64.4923	69.1884
GSM1	9.97012	8.5745	9.68841	6.72808	14.0993	10.8543
GSP1	818.382	764.339	697.889	951.667	780.993	904.783
GSP2	30.0092	29.1324	31.3199	28.2796	37.5513	44.6198
GSY1	27.431	28.5413	34.4798	16.1125	56.2246	63.708
GSY2	50.9497	47.0471	56.4429	27.2482	67.1217	70.3086
GTB1	15.0695	13.1969	14.3925	15.1559	13.9535	15.1922
GTO1	12.0216	10.7627	13.6433	7.55389	13.5906	15.3703
GTO3	3.73757	4.00318	4.61434	7.62667	8.52543	10.6076
GTR1	21.0653	26.6636	30.9813	25.8529	25.5749	28.88
GTR2	25.9878	31.2667	31.1466	29.924	28.4358	31.7059
GTS1	32.5137	30.8357	36.6443	23.1596	28.5806	34.8875
GTT1	64.3376	64.41	74.0008	55.1984	71.5852	97.3212
GTT2	10.1038	11.5713	13.7589	10.8	12.2006	13.3419
GTT3	61.2064	43.7134	40.3117	40.5804	43.6225	47.1515
GUA1	499.64	381.399	349.518	629.804	399.666	372.999
GUD1	8.73572	9.5288	9.81001	7.10208	7.31744	9.8935
GUF1	3.86846	4.93902	5.26867	2.73515	3.85684	3.88436
GUK1	405.133	346.141	330.485	417.246	338.261	419.48
GUP1	41.4619	39.6613	39.5212	30.5241	41.8007	41.9895
GUP2	1.80138	2.12649	2.05767	2.12032	1.72474	1.53209
GUS1	223.672	193.762	181.504	188.904	188.213	225.705
GUT1	14.0697	12.5815	12.8256	13.486	14.6578	17.2763
GUT2	6.27074	6.3323	7.32355	7.26436	10.0874	6.75826
GVP36	122.685	118.974	109.97	135.432	116.576	145.458
GWT1	47.657	30.1792	30.4505	26.9986	32.4729	24.9859
GYL1	12.3797	15.0303	15.4431	15.496	12.4051	13.5101
GYP1	17.8571	16.3038	15.3297	14.8913	16.1542	16.168
GYP5	11.0594	11.2559	11.957	7.9252	9.48347	11.896
GYP6	39.5713	39.1629	41.0987	33.8193	39.743	41.2565
GYP7	105.517	134.286	138.131	76.2289	118.888	119.726
GYP8	14.5745	16.239	17.5779	7.99604	8.74145	8.21882
GZF3	16.0867	20.7911	21.4131	13.5549	13.1153	15.2479
HAA1	42.537	39.5345	39.9982	28.3599	39.6747	38.8165
HAC1	757.086	579.143	681.367	501.514	659.478	660.507
HAL1	13.1563	10.9717	14.308	10.8797	13.6466	15.7266
HAL5	78.9499	98.3569	104.128	59.6877	73.1298	80.3567
HAL9	8.28661	7.14389	7.70898	6.88503	8.1182	7.1315
HAM1	93.6752	81.2705	76.6191	93.3413	66.3735	84.2911
HAP1	22.9756	17.149	15.2082	18.0542	17.4345	20.4512
HAP2	21.2685	19.5358	21.6848	17.9836	19.1293	23.1448
HAP3	24.2473	23.1423	24.9838	25.6181	21.4303	23.4089
HAP4	53.6659	51.9278	58.1908	96.5704	124.141	92.8172
HAP5	14.9034	17.2968	19.2547	12.8789	14.9732	21.2477
HAS1	96.7035	72.6022	60.8567	99.8871	63.3537	51.5372
HAT1	15.3255	17.732	19.0561	25.0655	16.5809	17.6955
HAT2	33.5205	33.2129	34.0742	28.9514	31.9508	38.2098
HBN1	4.72443	5.46811	6.03737	7.14584	8.11041	6.17788
HBS1	33.9471	36.2725	34.9466	37.0331	33.4107	37.6073
HBT1	7.88967	6.6551	6.72737	4.45609	5.25421	3.87136
HCA4	22.3518	18.423	17.0469	35.6583	18.9384	14.9438
HCH1	205.411	236.769	267.066	224.591	268.152	282.954
HCM1	14.5327	11.0874	12.6325	12.3127	12.2293	8.84562
HCR1	197.398	189.171	188.441	213.354	164.933	203.721
HCS1	8.62188	11.6134	11.4688	8.0365	8.50176	9.53439
HDA1	12.3382	13.0813	13.458	11.9347	12.9966	11.5473
HDA2	9.59885	10.2308	10.9936	8.47865	9.80367	9.92041
HDA3	6.62444	9.21311	9.97738	7.87545	7.6161	8.91467
HED1	1.37542	1.8253	1.18461	1.85806	1.85127	1.70889
HEF3	2.67968	2.84885	3.04016	2.48277	2.84315	2.5706
HEH2	23.3559	23.1627	26.8296	22.5453	22.0069	25.3076
HEK2	73.4904	65.1386	59.4544	65.9503	60.2805	69.7285
HEM1	130.498	85.5271	84.9193	106.225	104.064	119.051
HEM12	135.532	115.901	114.945	143.163	133.674	171.188
HEM13	849.232	588.426	479.174	178.838	767.007	1298.22
HEM14	25.2418	24.0832	25.1442	12.6868	19.5112	20.849
HEM15	139.91	104.014	107.815	71.319	119.433	137.424
HEM2	96.5471	78.989	79.6356	87.9191	107.745	102.043
HEM3	54.7682	50.4666	46.0518	52.1128	50.1966	49.6604
HEM4	30.27	24.6289	26.8442	27.2991	26.9798	27.9102
HER1	15.2371	12.4069	13.5062	9.48593	15.7452	15.1438
HER2	10.8919	9.85919	10.5184	9.51886	9.61621	8.16919
HES1	1.28318	1.67657	1.51725	1.42862	1.26649	0.853842
HFA1	2.79687	3.05273	3.45779	3.44963	3.53994	3.17379
HFD1	49.7628	46.5419	58.1413	47.4155	81.6798	71.6595
HFI1	16.3414	17.3686	18.2724	18.2919	15.879	16.8741
HFM1	5.1087	5.28786	6.48832	5.83068	5.634	4.98762
HGH1	23.0367	31.6301	31.0972	40.3473	25.6831	23.7191
HHF1	1102.45	1172.81	1022.69	1199.15	924.508	779.418
HHF2	1861.82	2025.67	1855.4	2010.43	1713.59	1526.15
HHO1	104.337	90.4006	83.1634	66.083	76.975	95.2163
HHT1	1032.02	1078.98	979.6	1040.7	816.211	706.948
HHT2	2247.31	2598.22	2402.58	2046.98	2252.03	2137.92
HHY1	7.73939	6.65666	8.98679	6.55777	3.12276	7.08318
HIF1	29.3563	22.3066	21.9815	28.9869	22.5811	21.4913
HIM1	7.44093	6.74115	6.98735	7.35608	8.28262	5.18928
HIP1	156.545	109.692	112.029	130.464	130.579	116.352
HIR1	7.92664	6.55754	7.23469	7.61025	7.15487	6.14735
HIR2	7.47168	6.36344	6.94912	6.38151	6.64587	5.72852
HIR3	4.54362	4.34942	4.37281	4.78615	3.86511	3.72575
HIS1	662.78	557.789	551.682	645.53	562.831	572.007
HIS2	43.7493	49.5395	54.5853	47.6592	48.8304	63.9234
HIS3	52.4322	57.3575	73.6113	57.9485	54.5514	69.6633
HIS4	244.51	275.494	300.34	158.222	285.554	288.295
HIS5	118.999	132.14	148.074	100.859	128.345	134.535
HIS6	43.1541	31.244	31.0051	58.8897	37.9538	48.6501
HIS7	56.6359	59.8541	67.7745	69.9775	53.4439	61.6889
HIT1	8.75148	11.4418	8.92023	12.5403	12.3016	9.57223
HKR1	15.1582	12.1891	11.9948	7.62605	10.8909	6.26097
HLJ1	62.7102	59.8893	60.5499	44.0213	66.9761	64.3304
HLR1	4.17143	4.60146	6.03853	4.28521	4.63714	3.71031
HMF1	490.672	371.971	384.442	339.672	411.984	505.118
HMG1	56.7753	57.9092	80.8071	66.1483	170.965	87.0607
HMG2	52.4605	33.0829	34.141	24.1473	34.7053	44.4352
HMI1	4.95831	5.18512	4.99208	4.30373	5.33816	4.08223
HMLALPHA1	0	0	2.14254	0	0	0
HMLALPHA2	0.0178348	0.0581696	11.1575	38.665	32.2715	48.9296
HMO1	225.487	205.318	190.043	177.068	219.297	234.124
HMRA1	0.0155325	0	21.6273	40.5714	33.4227	39.4726
HMRA2	0.133207	0	8.47356	31.9323	23.9226	39.516
HMS1	13.2886	14.0833	15.0189	13.9354	17.5997	15.5757
HMS2	66.1569	43.7688	41.0874	40.4626	38.1242	43.0619
HMT1	98.991	79.9439	71.7085	147.182	76.6616	64.1017
HMX1	6.70792	14.7825	28.62	29.3112	43.9632	24.4644
HNM1	165.283	120.769	131.923	97.7365	125.45	124.646
HNT1	700.587	585.023	590.005	629.405	722.024	799.299
HNT2	26.6333	26.9148	30.8886	29.4154	23.8083	32.3478
HNT3	13.741	15.2941	15.5841	17.2161	16.6482	15.9797
HO	10.7126	0	7.84375	1.72279	0.776052	1.14199
HOC1	92.1587	87.0566	83.1943	80.484	76.2389	79.9387
HOF1	7.74693	7.72575	8.11383	6.67151	5.81838	6.02984
HOG1	173.209	147.878	148.397	122.234	130.095	148.938
HOL1	93.445	67.7392	68.7498	68.7757	65.6291	76.0898
HOM2	824.967	814.454	828.75	660.634	771.109	878.504
HOM3	249.659	235.548	255.431	167.897	280.019	272.832
HOM6	415.464	325.346	306.091	399.984	379.132	423.091
HOP1	5.48348	4.37215	4.2489	3.73155	4.34474	4.94643
HOP2	0.288271	0.191647	0.899395	0.505554	0.652319	0.718356
HOR2	52.9194	73.3709	96.9316	98.8045	137.166	133.789
HOR7	1660.72	2112.7	2535.36	1878.41	2851.83	3305.76
HOS1	7.26569	8.44801	7.95527	9.21089	8.0386	7.78829
HOS2	7.05235	7.635	7.75	8.45904	6.79864	6.86902
HOS3	10.4263	9.39385	9.48096	8.56864	9.09531	9.41926
HOS4	12.3356	12.4774	14.3635	10.6989	13.1035	15.4791
HOT1	5.87725	6.94071	7.29293	6.89908	5.78802	6.33653
HOT13	83.3389	77.2289	65.3496	72.34	76.9976	81.6241
HPA2	2.28992	4.18062	4.97431	4.30387	4.95406	4.19534
HPA3	53.1313	43.2681	46.5917	60.92	47.2701	45.3347
HPC2	13.1885	12.9212	14.9729	11.6834	12.0429	12.0712
HPF1	61.2139	55.2246	61.0703	82.1549	114.616	118.941
HPM1	35.0464	35.6203	34.6755	48.0355	34.1202	28.4677
HPR1	10.4323	11.6791	12.3545	8.85993	9.84361	9.00061
HPT1	580.357	456.865	420.702	732.965	421.114	360.458
HRB1	89.6941	80.392	91.4573	81.1374	72.4044	89.5284
HRD1	25.8278	25.1488	26.284	24.4683	28.3697	30.7465
HRD3	14.7191	15.4885	15.5755	12.1325	15.2648	14.2536
HRK1	98.7894	105.622	107.527	90.7634	114.734	110.911
HRP1	105.891	87.489	85.4421	57.4634	82.7472	79.654
HRQ1	8.91932	7.68726	8.41482	6.73136	6.75733	6.36871
HRR25	49.4037	61.4535	69.4317	37.8979	47.0987	46.8764
HRT1	57.3591	59.8172	53.8202	49.0423	41.9103	47.5921
HRT3	25.4328	30.2943	28.991	31.2043	29.6617	37.6672
HSC82	701.405	832.973	818.174	443.878	950.369	852.95
HSE1	42.52	42.9816	45.2024	29.9649	34.6057	38.7859
HSF1	15.4342	13.9217	16.1918	15.3776	14.1723	15.2444
HSH155	7.46346	7.2151	7.96699	7.48056	6.31287	5.24317
HSH49	22.7834	20.9893	22.2318	24.9613	21.442	20.5479
HSK3	94.1138	120.732	117.155	80.7273	93.5368	72.9504
HSL1	10.6604	13.3637	13.2051	10.5761	11.583	9.25864
HSL7	17.2399	12.615	13.2252	15.168	12.3815	12.906
HSM3	21.2793	19.7242	20.7199	18.4912	19.6425	19.8288
HSP10	517.89	622.671	663.156	686.962	652.305	566.823
HSP104	288.84	393.87	468.246	142.192	387.633	446.069
HSP12	51.6558	64.3422	75.2092	126.029	113.806	80.063
HSP150	2134.52	1883.46	1897.93	1506.65	1900.31	1939.66
HSP26	23.9406	30.3324	39.3597	14.8324	51.4577	47.9829
HSP30	1158.68	1198.85	1355.66	649.705	1701.56	1545.21
HSP31	38.9236	42.5546	49.5719	50.6119	59.4729	51.8565
HSP32	1.03871	0.22623	0.697778	1.63985	0.851505	1.5459
HSP33	0.353969	0.782968	0.975093	0.891652	1.46552	1.26212
HSP42	162.802	175.916	214.877	58.2768	192.065	258.509
HSP60	228.468	228.987	221.048	161.282	269.622	250.866
HSP78	38.8357	57.2794	71.7573	16.3911	58.7435	70.4822
HSP82	128.361	186.071	228.069	50.6458	207.476	214.109
HST1	36.5292	42.1102	43.6062	38.9022	37.8101	37.268
HST2	104.763	81.8479	84.2739	86.7769	105.992	117.331
HST3	9.60706	9.08894	9.57947	9.52468	8.12847	8.32478
HST4	8.62689	8.78006	8.06129	6.08877	7.91254	7.29537
HSV2	14.1812	14.762	16.7056	13.5442	13.7712	19.0549
HTA1	2002.86	1773.33	1625.75	1730.78	1644.24	1573.75
HTA2	880.342	905.187	834.415	860.718	735.425	639.77
HTB1	1509.34	1796	1652.15	1939.91	1425.31	1592.46
HTB2	986.771	816.041	769.819	903.437	815.133	873.165
HTD2	13.0365	14.5059	15.5972	10.2633	11.8259	12.2315
HTL1	47.8196	59.6163	58.0339	49.2937	34.4579	37.2347
HTS1	162.251	148.918	146.835	166.452	146.195	146.75
HTZ1	223.174	184.932	156.39	191.049	148.137	158.156
HUA1	58.02	57.4753	62.1327	53.4303	62.0639	93.0718
HUA2	9.96262	8.67828	8.0331	3.81162	4.26381	4.59618
HUB1	114.516	115.694	129.095	166.286	114.749	133.929
HUG1	21.2416	28.6502	36.0155	27.6252	34.3577	32.8566
HUL4	3.14257	2.76294	3.7758	3.36723	3.47592	3.95204
HUL5	13.4788	14.2736	13.8369	9.54351	14.8381	12.7492
HUR1	111.217	77.2805	90.1327	116.608	97.3941	101.803
HUT1	82.0429	63.283	56.9553	68.7604	62.2113	71.6219
HVG1	9.28866	7.75269	9.22763	7.84086	9.94138	11.0151
HXK1	117.052	121.582	191.945	59.0605	303.27	318.792
HXK2	1469.29	1314.45	1240.95	869.95	1406.98	1573.58
HXT1	210.482	161.165	119.602	344.608	194.061	197.677
HXT10	0.693623	1.04254	1.14874	0.740211	0.684636	0.650086
HXT11	3.39814	3.36649	3.55036	3.26956	4.95581	4.5474
HXT12	2.72802	2.82054	3.36298	2.51806	3.67754	2.79102
HXT13	0.670617	0.687922	0.766867	1.10449	0.986503	0.644023
HXT14	0.0981581	0.157575	0.272642	0.401494	0.187087	0.128579
HXT15	10.8385	9.96138	9.93971	10.0677	11.2324	10.009
HXT16	5.41946	4.55632	5.06139	5.42674	5.91901	5.6825
HXT17	0.0457973	0.0391099	0.079133	0	0.147124	0.0369338
HXT2	549.343	337.661	383.913	480.748	499.28	422.52
HXT3	1052.34	886.76	913.02	1067.83	1722.33	1311.43
HXT4	200.952	145.679	238.167	125.333	546.186	457.726
HXT5	7.82569	7.77129	9.66741	9.88783	12.7634	15.1252
HXT6	207.35	176.563	276.624	88.7646	330.756	222.519
HXT7	232.312	192.538	306.217	113.06	378.759	250.737
HXT8	1.99752	1.86203	2.00579	1.47024	2.90506	1.37863
HXT9	2.97368	2.74494	3.02355	3.93865	4.7489	4.68446
HYM1	11.8632	15.0108	16.1737	12.9435	14.9949	13.5934
HYP2	1639.97	1005.48	1501.5	1825.49	1650.73	1679
HYR1	194.122	174.363	199.152	181.483	192.488	259.02
IAH1	19.8201	18.5091	19.6026	20.3074	17.2694	19.872
IBA57	7.30451	8.69167	9.1098	7.82243	7.63294	8.91719
IBD2	8.67607	9.86669	11.1801	13.3498	10.195	9.73794
ICE2	47.3384	37.4224	32.1848	35.606	35.6214	33.1399
ICL1	11.689	10.6923	11.1609	9.75071	10.573	12.1086
ICL2	9.40713	9.46356	10.3275	10.9522	10.0665	11.2488
ICP55	20.5221	20.5182	22.229	15.2902	19.5937	19.1302
ICS2	31.4276	28.0106	24.2505	5.82275	4.56273	5.05108
ICS3	22.9571	25.2756	23.9243	35.0099	30.424	31.4388
ICT1	48.5797	47.3515	48.1259	36.2152	50.2374	49.1217
ICY1	97.8	102.736	120.561	209.944	154.781	175.811
ICY2	165.427	143.782	180.876	66.9319	201.485	228.021
IDH1	91.7829	79.9136	96.4008	112.439	155.01	134.84
IDH2	131.422	135.376	145.935	170.067	228.173	205.106
IDI1	97.6117	116.239	135.128	140.282	143.059	128.754
IDP1	99.4433	102.162	111.168	102.679	115.779	130.971
IDP2	3.77527	3.79204	4.2635	6.24183	4.82203	6.64393
IDP3	3.23654	3.2568	3.89896	4.52339	3.96818	2.96111
IDS2	13.1945	12.21	13.3979	15.3616	12.0856	15.9831
IES1	11.7884	15.5611	18.1396	11.6034	12.7936	12.1022
IES2	28.751	30.3899	35.7038	32.2904	27.6963	34.9372
IES3	43.396	45.5475	51.3011	44.8431	37.8685	43.5079
IES4	37.2495	44.6472	56.4743	45.6672	43.7556	36.6623
IES5	82.3996	79.7629	76.9616	79.6542	77.9454	88.7226
IES6	64.9782	59.0147	66.4706	64.9281	48.9222	58.6349
IFA38	163.644	143.973	146.576	129.681	131.07	128.136
IFH1	7.14709	7.2499	7.45495	7.82826	7.87997	6.69479
IFM1	4.86097	7.16885	6.52945	4.00732	4.27283	3.64434
IGO1	170.646	180.587	178.742	178.22	132.963	185.724
IGO2	90.2673	87.9922	88.7065	96.1767	86.4593	101.921
IKI1	32.6417	28.4034	26.7093	37.4182	31.1886	30.3722
IKI3	23.2924	19.5983	18.8008	30.1121	19.5696	17.0105
IKS1	13.856	16.366	18.8384	11.3847	18.5616	15.7814
ILM1	127.956	106.561	94.4118	104.791	109.237	94.0065
ILS1	181.412	162.512	160.046	137.358	152.611	148.458
ILV1	254.673	196.382	186.937	190.705	205.974	191.215
ILV2	343.504	286.74	289.134	293.006	375.204	327.641
ILV3	723.302	566.935	553.641	601.329	641.006	580.26
ILV5	976.823	935.528	871.946	1027.75	891.115	836.255
ILV6	615.173	436.73	425.431	484.76	441.248	632.469
IMA1	5.03531	4.97728	5.98358	4.19347	7.68457	7.13598
IMA2	3.59271	4.01866	3.57837	4.45408	3.81228	4.61251
IMA3	1.98266	2.3274	2.41186	2.79789	3.13837	3.73223
IMA4	1.98266	2.3274	2.41186	2.79789	3.13837	3.73223
IMA5	3.69356	3.22058	3.31636	3.27156	3.81941	3.83046
IMD1	0.119041	0.0910876	0.0576369	1.12062	1.13894	1.054
IMD2	61.5024	50.2178	47.9301	234.157	331.903	352.494
IMD3	282.952	251.672	227.891	316.376	238.645	244.487
IMD4	383.707	297.065	270.9	374.583	340.75	303.777
IME1	7.50463	9.55835	9.81456	8.45044	12.3261	8.40307
IME2	4.6895	4.05514	4.3772	6.77885	4.46954	4.12731
IME4	53.7565	41.402	40.2413	6.04188	8.04139	7.43244
IMG1	62.5695	68.8826	64.9266	59.8536	55.5459	58.8408
IMG2	33.8253	42.2345	40.6174	39.4038	27.9094	34.4521
IMH1	11.0581	12.7843	13.5398	11.4619	11.3263	10.7118
IML1	4.97847	4.78403	5.0078	4.75871	5.1159	4.3562
IML2	53.9663	52.4899	56.4524	36.6848	62.7792	65.3971
IML3	33.6759	28.5007	25.9406	24.2	24.7368	27.0467
IMP1	49.3832	41.7896	50.4058	54.2719	53.8562	53.9487
IMP2	30.9783	26.9982	29.1882	31.8376	33.2526	37.8664
IMP2'	56.5577	44.5402	56.1386	35.0291	50.3711	68.0166
IMP3	31.3514	36.7011	37.2369	62.2614	28.5972	27.0179
IMP4	45.0376	40.7187	39.7581	70.1728	32.5485	32.9472
INH1	81.1771	72.1454	79.1737	124.474	102.673	116.502
INM1	47.5335	69.0446	71.2113	49.8967	63.4925	74.5662
INM2	26.4946	26.3583	24.6199	26.1948	23.8414	31.5411
INN1	25.0777	26.2997	24.3168	18.3202	19.645	19.7391
INO1	6.80922	6.61519	8.37796	5.65419	6.66953	6.66771
INO2	79.5992	66.7813	59.8797	28.2361	37.3557	43.3184
